date,temperature,time_start,box,channel,genet,tank,run,polyps,measurement,body_size_mm,body_mass_g
11/30/23,19,12:30:00,1,1,B,6,Corynactis,6,polyp 1,4.475,0.6974856249999999
11/30/23,19,12:30:00,1,1,B,6,Corynactis,6,polyp 2,5.194999999999999,0.8725824249999998
11/30/23,19,12:30:00,1,1,B,6,Corynactis,6,polyp 3,3.04,0.40107919999999997
11/30/23,19,12:30:00,1,1,B,6,Corynactis,6,polyp 4,3.4350000000000005,0.4756848250000001
11/30/23,19,12:30:00,1,1,B,6,Corynactis,6,polyp 5,4.64,0.7360552
11/30/23,19,12:30:00,1,1,B,6,Corynactis,6,polyp 6,5.380000000000001,0.9204188000000002
11/30/23,19,12:30:00,1,2,B,7,Corynactis,4,polyp 1,3.615,0.511441825
11/30/23,19,12:30:00,1,2,B,7,Corynactis,4,polyp 2,3.4450000000000003,0.477642425
11/30/23,19,12:30:00,1,2,B,7,Corynactis,4,polyp 3,5.540000000000001,0.9627292000000003
11/30/23,19,12:30:00,1,2,B,7,Corynactis,4,polyp 4,5.15,0.8611225000000001
11/30/23,19,12:30:00,1,3,B,8,Corynactis,6,polyp 1,5.775,1.026450625
11/30/23,19,12:30:00,1,3,B,8,Corynactis,6,polyp 2,3.0949999999999998,0.41114942499999996
11/30/23,19,12:30:00,1,3,B,8,Corynactis,6,polyp 3,5.075000000000001,0.8421756250000002
11/30/23,19,12:30:00,1,3,B,8,Corynactis,6,polyp 4,3.2,0.43066000000000004
11/30/23,19,12:30:00,1,3,B,8,Corynactis,6,polyp 5,4.88,0.7938087999999999
11/30/23,19,12:30:00,1,3,B,8,Corynactis,6,polyp 6,4.56,0.7172391999999999
11/30/23,19,12:30:00,1,4,B,9,Corynactis,4,polyp 1,2.7700000000000005,0.3531353000000001
11/30/23,19,12:30:00,1,4,B,9,Corynactis,4,polyp 2,5.3100000000000005,0.9021817000000001
11/30/23,19,12:30:00,1,4,B,9,Corynactis,4,polyp 3,4.44,0.6894232
11/30/23,19,12:30:00,1,4,B,9,Corynactis,4,polyp 4,4.255,0.6474994249999999
12/1/23,19,12:30:00,1,1,E,6,Corynactis,4,polyp 1,2.45,0.2995225
12/1/23,19,12:30:00,1,1,E,6,Corynactis,4,polyp 2,5.415,0.9295998249999999
12/1/23,19,12:30:00,1,1,E,6,Corynactis,4,polyp 3,3.3950000000000005,0.46788842500000005
12/1/23,19,12:30:00,1,1,E,6,Corynactis,4,polyp 4,3.375,0.46401062499999995
12/1/23,19,12:30:00,1,2,E,7,Corynactis,5,polyp 1,3.9549999999999996,0.5819884249999998
12/1/23,19,12:30:00,1,2,E,7,Corynactis,5,polyp 2,5.324999999999999,0.9060756249999998
12/1/23,19,12:30:00,1,2,E,7,Corynactis,5,polyp 3,3.215,0.43347782499999993
12/1/23,19,12:30:00,1,2,E,7,Corynactis,5,polyp 4,5.449999999999999,0.9388224999999999
12/1/23,19,12:30:00,1,2,E,7,Corynactis,5,polyp 5,3.0949999999999998,0.41114942499999996
12/1/23,19,12:30:00,1,3,E,8,Corynactis,8,polyp 1,5.185,0.8700298249999999
12/1/23,19,12:30:00,1,3,E,8,Corynactis,8,polyp 2,4.6850000000000005,0.7467348250000001
12/1/23,19,12:30:00,1,3,E,8,Corynactis,8,polyp 3,3.145,0.420393425
12/1/23,19,12:30:00,1,3,E,8,Corynactis,8,polyp 4,3.84,0.5576871999999999
12/1/23,19,12:30:00,1,3,E,8,Corynactis,8,polyp 5,5.32,0.9047768
12/1/23,19,12:30:00,1,3,E,8,Corynactis,8,polyp 6,3.06,0.4047292
12/1/23,19,12:30:00,1,3,E,8,Corynactis,8,polyp 7,4.99,0.8209337000000001
12/1/23,19,12:30:00,1,3,E,8,Corynactis,8,polyp 8,2.98,0.39021079999999997
12/1/23,19,12:30:00,1,4,E,9,Corynactis,7,polyp 1,4.33,0.6643553
12/1/23,19,12:30:00,1,4,E,9,Corynactis,7,polyp 2,3.02,0.3974428
12/1/23,19,12:30:00,1,4,E,9,Corynactis,7,polyp 3,3.8749999999999996,0.5650356249999999
12/1/23,19,12:30:00,1,4,E,9,Corynactis,7,polyp 4,3.2,0.43066000000000004
12/1/23,19,12:30:00,1,4,E,9,Corynactis,7,polyp 5,2.59,0.32254969999999994
12/1/23,19,12:30:00,1,4,E,9,Corynactis,7,polyp 6,4.04,0.6002392
12/1/23,19,12:30:00,1,4,E,9,Corynactis,7,polyp 7,4.19,0.6330457
12/1/23,19,17:45:00,1,1,B,6,Corynactis,3,polyp 1,2.24,0.2662312
12/1/23,19,17:45:00,1,1,B,6,Corynactis,3,polyp 2,4.97,0.8159713
12/1/23,19,17:45:00,1,1,B,6,Corynactis,3,polyp 3,1.7599999999999998,0.19576719999999997
12/1/23,19,17:45:00,1,2,B,10,Corynactis,5,polyp 1,3.805,0.550380425
12/1/23,19,17:45:00,1,2,B,10,Corynactis,5,polyp 2,3.24,0.4381912
12/1/23,19,17:45:00,1,2,B,10,Corynactis,5,polyp 3,4.505,0.7044294249999999
12/1/23,19,17:45:00,1,2,B,10,Corynactis,5,polyp 4,4.665,0.741979825
12/1/23,19,17:45:00,1,2,B,10,Corynactis,5,polyp 5,5.41,0.9282857
12/1/23,19,17:45:00,1,3,E,8,Corynactis,5,polyp 1,5.18,0.8687547999999998
12/1/23,19,17:45:00,1,3,E,8,Corynactis,5,polyp 2,3.965,0.5841228249999999
12/1/23,19,17:45:00,1,3,E,8,Corynactis,5,polyp 3,6.13,1.1262713
12/1/23,19,17:45:00,1,3,E,8,Corynactis,5,polyp 4,5.390000000000001,0.9230377000000001
12/1/23,19,17:45:00,1,3,E,8,Corynactis,5,polyp 5,4.605,0.7277964250000001
12/1/23,19,17:45:00,1,4,E,10,Corynactis,8,polyp 1,3.3999999999999995,0.4688599999999999
12/1/23,19,17:45:00,1,4,E,10,Corynactis,8,polyp 2,4.93,0.8060873
12/1/23,19,17:45:00,1,4,E,10,Corynactis,8,polyp 3,3.75,0.5389824999999999
12/1/23,19,17:45:00,1,4,E,10,Corynactis,8,polyp 4,3.4250000000000003,0.47373062500000007
12/1/23,19,17:45:00,1,4,E,10,Corynactis,8,polyp 5,4.17,0.6286273
12/1/23,19,17:45:00,1,4,E,10,Corynactis,8,polyp 6,4.09,0.6110897
12/1/23,19,17:45:00,1,4,E,10,Corynactis,8,polyp 7,3.0949999999999998,0.41114942499999996
12/1/23,19,17:45:00,1,4,E,10,Corynactis,8,polyp 8,3.415,0.471779825
12/10/23,15,11:00:00,1,2,E,3,Corynactis,5,polyp 1,4.954999999999999,0.8122584249999998
12/10/23,15,11:00:00,1,2,E,3,Corynactis,5,polyp 2,6.5600000000000005,1.2529192000000002
12/10/23,15,11:00:00,1,2,E,3,Corynactis,5,polyp 3,3.865,0.5629318249999999
12/10/23,15,11:00:00,1,2,E,3,Corynactis,5,polyp 4,2.6550000000000002,0.33346742500000004
12/10/23,15,11:00:00,1,2,E,3,Corynactis,5,polyp 5,4.2,0.6352599999999999
12/10/23,15,11:00:00,1,3,E,4,Corynactis,7,polyp 1,3.3150000000000004,0.45245882500000006
12/10/23,15,11:00:00,1,3,E,4,Corynactis,7,polyp 2,4.83,0.7816153
12/10/23,15,11:00:00,1,3,E,4,Corynactis,7,polyp 3,2.49,0.3060337
12/10/23,15,11:00:00,1,3,E,4,Corynactis,7,polyp 4,4.875,0.7925856250000001
12/10/23,15,11:00:00,1,3,E,4,Corynactis,7,polyp 5,3.205,0.431598425
12/10/23,15,11:00:00,1,3,E,4,Corynactis,7,polyp 6,4.35,0.6688824999999998
12/10/23,15,11:00:00,1,3,E,4,Corynactis,7,polyp 7,5.12,0.8535208000000001
12/10/23,15,11:00:00,1,4,E,5,Corynactis,6,polyp 1,4.625,0.732510625
12/10/23,15,11:00:00,1,4,E,5,Corynactis,6,polyp 2,3.7949999999999995,0.5483004249999999
12/10/23,15,11:00:00,1,4,E,5,Corynactis,6,polyp 3,3.775,0.5441506249999999
12/10/23,15,11:00:00,1,4,E,5,Corynactis,6,polyp 4,3.3800000000000003,0.4649788
12/10/23,15,11:00:00,1,4,E,5,Corynactis,6,polyp 5,4.36,0.6711512
12/10/23,15,11:00:00,1,4,E,5,Corynactis,6,polyp 6,3.9349999999999996,0.5777298249999999
12/10/23,15,11:00:00,2,1,E,1,Corynactis,3,polyp 1,3.9549999999999996,0.5819884249999998
12/10/23,15,11:00:00,2,1,E,1,Corynactis,3,polyp 2,3.4350000000000005,0.4756848250000001
12/10/23,15,11:00:00,2,1,E,1,Corynactis,3,polyp 3,4.745,0.761081425
12/10/23,15,11:00:00,2,2,E,2,Corynactis,6,polyp 1,3.61,0.5104337
12/10/23,15,11:00:00,2,2,E,2,Corynactis,6,polyp 2,3.14,0.4194652
12/10/23,15,11:00:00,2,2,E,2,Corynactis,6,polyp 3,5.11,0.8509937000000001
12/10/23,15,11:00:00,2,2,E,2,Corynactis,6,polyp 4,4.265,0.6497358249999998
12/10/23,15,11:00:00,2,2,E,2,Corynactis,6,polyp 5,2.6649999999999996,0.33515982499999997
12/10/23,15,11:00:00,2,2,E,2,Corynactis,6,polyp 6,4.260000000000001,0.6486172000000001
12/10/23,15,11:00:00,2,3,E,4,Corynactis,7,polyp 1,4.365,0.672286825
12/10/23,15,11:00:00,2,3,E,4,Corynactis,7,polyp 2,3.4350000000000005,0.4756848250000001
12/10/23,15,11:00:00,2,3,E,4,Corynactis,7,polyp 3,3.4499999999999997,0.4786224999999999
12/10/23,15,11:00:00,2,3,E,4,Corynactis,7,polyp 4,3.865,0.5629318249999999
12/10/23,15,11:00:00,2,3,E,4,Corynactis,7,polyp 5,2.7349999999999994,0.34710182499999986
12/10/23,15,11:00:00,2,3,E,4,Corynactis,7,polyp 6,4.15,0.6242225000000001
12/10/23,15,11:00:00,2,3,E,4,Corynactis,7,polyp 7,5.66,0.9950332000000001
12/10/23,15,16:00:00,1,2,B,1,Corynactis,3,polyp 1,2.125,0.248635625
12/10/23,15,16:00:00,1,2,B,1,Corynactis,3,polyp 2,5.745,1.018211425
12/10/23,15,16:00:00,1,2,B,1,Corynactis,3,polyp 3,4.69,0.7479257
12/10/23,15,16:00:00,1,3,A,2,Corynactis,3,polyp 1,5.395,0.9243484249999998
12/10/23,15,16:00:00,1,3,A,2,Corynactis,3,polyp 2,4.09,0.6110897
12/10/23,15,16:00:00,1,3,A,2,Corynactis,3,polyp 3,5.075000000000001,0.8421756250000002
12/10/23,15,16:00:00,1,4,A,3,Corynactis,4,polyp 1,3.5050000000000003,0.48945942500000006
12/10/23,15,16:00:00,1,4,A,3,Corynactis,4,polyp 2,5.3100000000000005,0.9021817000000001
12/10/23,15,16:00:00,1,4,A,3,Corynactis,4,polyp 3,5.055,0.837155425
12/10/23,15,16:00:00,1,4,A,3,Corynactis,4,polyp 4,3.955,0.581988425
12/11/23,23,13:00:00,1,2,B,14,Corynactis,7,polyp 1,3.145,0.420393425
12/11/23,23,13:00:00,1,2,B,14,Corynactis,7,polyp 2,4.28,0.6530968
12/11/23,23,13:00:00,1,2,B,14,Corynactis,7,polyp 3,4.16,0.6264232000000001
12/11/23,23,13:00:00,1,2,B,14,Corynactis,7,polyp 4,3.23,0.43630329999999995
12/11/23,23,13:00:00,1,2,B,14,Corynactis,7,polyp 5,5.760000000000001,1.0223272
12/11/23,23,13:00:00,1,2,B,14,Corynactis,7,polyp 6,6.630000000000001,1.2741313000000003
12/11/23,23,13:00:00,1,2,B,14,Corynactis,7,polyp 7,4.835000000000001,0.7828308250000002
12/11/23,23,13:00:00,1,3,A,15,Corynactis,7,polyp 1,4.4350000000000005,0.6882748250000001
12/11/23,23,13:00:00,1,3,A,15,Corynactis,7,polyp 2,3.585,0.505405825
12/11/23,23,13:00:00,1,3,A,15,Corynactis,7,polyp 3,4.12,0.6176408
12/11/23,23,13:00:00,1,3,A,15,Corynactis,7,polyp 4,3.7800000000000002,0.5451868
12/11/23,23,13:00:00,1,3,A,15,Corynactis,7,polyp 5,5.04,0.8333992000000001
12/11/23,23,13:00:00,1,3,A,15,Corynactis,7,polyp 6,3.815,0.552463825
12/11/23,23,13:00:00,1,3,A,15,Corynactis,7,polyp 7,7.250000000000001,1.4692825000000003
12/11/23,23,13:00:00,1,4,E,15,Corynactis,7,polyp 1,3.3599999999999994,0.4611111999999999
12/11/23,23,13:00:00,1,4,E,15,Corynactis,7,polyp 2,5.244999999999999,0.8853964249999997
12/11/23,23,13:00:00,1,4,E,15,Corynactis,7,polyp 3,4.545,0.713735425
12/11/23,23,13:00:00,1,4,E,15,Corynactis,7,polyp 4,3.83,0.5555953
12/11/23,23,13:00:00,1,4,E,15,Corynactis,7,polyp 5,3.725,0.533835625
12/11/23,23,13:00:00,1,4,E,15,Corynactis,7,polyp 6,2.8149999999999995,0.3609538249999999
12/11/23,23,13:00:00,1,4,E,15,Corynactis,7,polyp 7,1.27,0.1319153
12/11/23,23,13:00:00,2,1,B,11,Corynactis,3,polyp 1,5.475,0.945435625
12/11/23,23,13:00:00,2,1,B,11,Corynactis,3,polyp 2,4.555,0.716070425
12/11/23,23,13:00:00,2,1,B,11,Corynactis,3,polyp 3,5.154999999999999,0.8623924249999998
12/11/23,23,13:00:00,2,2,A,14,Corynactis,5,polyp 1,4.785,0.7707138250000001
12/11/23,23,13:00:00,2,2,A,14,Corynactis,5,polyp 2,5.13,0.8560513000000001
12/11/23,23,13:00:00,2,2,A,14,Corynactis,5,polyp 3,4.180000000000001,0.6308348000000001
12/11/23,23,13:00:00,2,2,A,14,Corynactis,5,polyp 4,3.8200000000000003,0.5535068000000001
12/11/23,23,13:00:00,2,2,A,14,Corynactis,5,polyp 5,4.66,0.7407932
12/11/23,23,13:00:00,2,3,E,14,Corynactis,3,polyp 1,3.135,0.4185378249999999
12/11/23,23,13:00:00,2,3,E,14,Corynactis,3,polyp 2,4.4350000000000005,0.6882748250000001
12/11/23,23,13:00:00,2,3,E,14,Corynactis,3,polyp 3,3.5650000000000004,0.5013988250000001
12/12/23,15,18:00:00,1,2,B,3,Corynactis,5,polyp 1,7.324999999999999,1.4937756249999996
12/12/23,15,18:00:00,1,2,B,3,Corynactis,5,polyp 2,4.325,0.663225625
12/12/23,15,18:00:00,1,2,B,3,Corynactis,5,polyp 3,4.109999999999999,0.6154536999999999
12/12/23,15,18:00:00,1,2,B,3,Corynactis,5,polyp 4,4.9,0.7987100000000001
12/12/23,15,18:00:00,1,2,B,3,Corynactis,5,polyp 5,5.495,0.950741425
12/12/23,15,18:00:00,1,3,E,3,Corynactis,3,polyp 1,4.425,0.6859806249999999
12/12/23,15,18:00:00,1,3,E,3,Corynactis,3,polyp 2,4.55,0.7149025
12/12/23,15,18:00:00,1,3,E,3,Corynactis,3,polyp 3,4.96,0.8134952
12/12/23,15,18:00:00,1,4,A,4,Corynactis,4,polyp 1,2.67,0.3360073
12/12/23,15,18:00:00,1,4,A,4,Corynactis,4,polyp 2,3.8200000000000003,0.5535068000000001
12/12/23,15,18:00:00,1,4,A,4,Corynactis,4,polyp 3,5.025,0.829650625
12/12/23,15,18:00:00,1,4,A,4,Corynactis,4,polyp 4,5.510000000000001,0.9547297000000001
12/12/23,15,18:00:00,2,1,A,2,Corynactis,7,polyp 1,5.3549999999999995,0.9138864249999998
12/12/23,15,18:00:00,2,1,A,2,Corynactis,7,polyp 2,5.26,0.8892571999999999
12/12/23,15,18:00:00,2,1,A,2,Corynactis,7,polyp 3,4.285,0.6542188250000001
12/12/23,15,18:00:00,2,1,A,2,Corynactis,7,polyp 4,3.62,0.5124508
12/12/23,15,18:00:00,2,1,A,2,Corynactis,7,polyp 5,4.935,0.8073198249999999
12/12/23,15,18:00:00,2,1,A,2,Corynactis,7,polyp 6,4.695,0.7491174250000001
12/12/23,15,18:00:00,2,1,A,2,Corynactis,7,polyp 7,3.1999999999999993,0.4306599999999998
12/12/23,15,18:00:00,2,2,B,2,Corynactis,5,polyp 1,5.17,0.8662072999999999
12/12/23,15,18:00:00,2,2,B,2,Corynactis,5,polyp 2,4.055000000000001,0.6034854250000001
12/12/23,15,18:00:00,2,2,B,2,Corynactis,5,polyp 3,5.620000000000001,0.9842108000000003
12/12/23,15,18:00:00,2,2,B,2,Corynactis,5,polyp 4,3.925,0.5756056249999999
12/12/23,15,18:00:00,2,2,B,2,Corynactis,5,polyp 5,5.300000000000001,0.8995900000000001
12/12/23,15,18:00:00,2,3,E,2,Corynactis,3,polyp 1,3.5050000000000003,0.48945942500000006
12/12/23,15,18:00:00,2,3,E,2,Corynactis,3,polyp 2,4.395,0.679118425
12/12/23,15,18:00:00,2,3,E,2,Corynactis,3,polyp 3,3.8600000000000003,0.5618812
12/12/23,19,11:00:00,1,2,A,8,Corynactis,8,polyp 1,4.6450000000000005,0.7372384250000001
12/12/23,19,11:00:00,1,2,A,8,Corynactis,8,polyp 2,4.78,0.7695068
12/12/23,19,11:00:00,1,2,A,8,Corynactis,8,polyp 3,4.2299999999999995,0.6419233
12/12/23,19,11:00:00,1,2,A,8,Corynactis,8,polyp 4,2.3449999999999998,0.28268942499999994
12/12/23,19,11:00:00,1,2,A,8,Corynactis,8,polyp 5,4.13,0.6198313
12/12/23,19,11:00:00,1,2,A,8,Corynactis,8,polyp 6,3.75,0.5389824999999999
12/12/23,19,11:00:00,1,2,A,8,Corynactis,8,polyp 7,3.75,0.5389824999999999
12/12/23,19,11:00:00,1,2,A,8,Corynactis,8,polyp 8,5.445,0.9375024250000001
12/12/23,19,11:00:00,1,3,B,9,Corynactis,3,polyp 1,4.7299999999999995,0.7574832999999999
12/12/23,19,11:00:00,1,3,B,9,Corynactis,3,polyp 2,3.495,0.487481425
12/12/23,19,11:00:00,1,3,B,9,Corynactis,3,polyp 3,3.835,0.5566408249999999
12/12/23,19,11:00:00,1,4,E,10,Corynactis,8,polyp 1,3.2899999999999996,0.44768169999999985
12/12/23,19,11:00:00,1,4,E,10,Corynactis,8,polyp 2,3.0149999999999997,0.39653582499999995
12/12/23,19,11:00:00,1,4,E,10,Corynactis,8,polyp 3,5.905,1.0625074250000002
12/12/23,19,11:00:00,1,4,E,10,Corynactis,8,polyp 4,4.12,0.6176408
12/12/23,19,11:00:00,1,4,E,10,Corynactis,8,polyp 5,4.31,0.6598416999999999
12/12/23,19,11:00:00,1,4,E,10,Corynactis,8,polyp 6,4.225,0.6408106249999999
12/12/23,19,11:00:00,1,4,E,10,Corynactis,8,polyp 7,3.775,0.5441506249999999
12/12/23,19,11:00:00,1,4,E,10,Corynactis,8,polyp 8,3.9250000000000003,0.5756056250000001
12/12/23,19,11:00:00,2,1,A,7,Corynactis,6,polyp 1,3.9800000000000004,0.5873308000000002
12/12/23,19,11:00:00,2,1,A,7,Corynactis,6,polyp 2,2.87,0.3706033
12/12/23,19,11:00:00,2,1,A,7,Corynactis,6,polyp 3,3.1999999999999993,0.4306599999999998
12/12/23,19,11:00:00,2,1,A,7,Corynactis,6,polyp 4,2.8249999999999997,0.362700625
12/12/23,19,11:00:00,2,1,A,7,Corynactis,6,polyp 5,3.53,0.49441929999999995
12/12/23,19,11:00:00,2,1,A,7,Corynactis,6,polyp 6,4.295,0.6564654249999999
12/12/23,19,11:00:00,2,2,B,7,Corynactis,3,polyp 1,3.65,0.5185225
12/12/23,19,11:00:00,2,2,B,7,Corynactis,3,polyp 2,5.404999999999999,0.9269724249999998
12/12/23,19,11:00:00,2,2,B,7,Corynactis,3,polyp 3,4.0649999999999995,0.6056538249999999
12/12/23,19,11:00:00,2,3,E,7,Corynactis,3,polyp 1,5.225,0.8802606249999999
12/12/23,19,11:00:00,2,3,E,7,Corynactis,3,polyp 2,3.96,0.5830552
12/12/23,19,11:00:00,2,3,E,7,Corynactis,3,polyp 3,4.715,0.753892825
12/2/23,19,12:45:00,1,1,A,6,Corynactis,7,polyp 1,3.6550000000000002,0.519537425
12/2/23,19,12:45:00,1,1,A,6,Corynactis,7,polyp 2,4.705,0.751503425
12/2/23,19,12:45:00,1,1,A,6,Corynactis,7,polyp 3,3.5599999999999996,0.5003991999999999
12/2/23,19,12:45:00,1,1,A,6,Corynactis,7,polyp 4,4.135,0.6209278249999999
12/2/23,19,12:45:00,1,1,A,6,Corynactis,7,polyp 5,5.495000000000001,0.9507414250000004
12/2/23,19,12:45:00,1,1,A,6,Corynactis,7,polyp 6,3.265,0.442925825
12/2/23,19,12:45:00,1,1,A,6,Corynactis,7,polyp 7,4.505,0.7044294249999999
12/2/23,19,12:45:00,1,1,A,6,Corynactis,7,polyp 8,3.685,0.525644825
12/2/23,19,12:45:00,1,2,A,8,Corynactis,3,polyp 1,4.615,0.7301518250000001
12/2/23,19,12:45:00,1,2,A,8,Corynactis,3,polyp 2,5.985,1.084981825
12/2/23,19,12:45:00,1,2,A,8,Corynactis,3,polyp 3,4.875,0.7925856250000001
12/2/23,19,12:45:00,1,3,A,9,Corynactis,5,polyp 1,5.785,1.0292038250000002
12/2/23,19,12:45:00,1,3,A,9,Corynactis,5,polyp 2,5.21,0.8764177
12/2/23,19,12:45:00,1,3,A,9,Corynactis,5,polyp 3,4.055,0.6034854249999999
12/2/23,19,12:45:00,1,3,A,9,Corynactis,5,polyp 4,3.4699999999999998,0.4825512999999999
12/2/23,19,12:45:00,1,3,A,9,Corynactis,5,polyp 5,5.755,1.020954425
12/2/23,19,12:45:00,1,4,A,10,Corynactis,7,polyp 1,3.2099999999999995,0.4325376999999999
12/2/23,19,12:45:00,1,4,A,10,Corynactis,7,polyp 2,4.4,0.6802600000000001
12/2/23,19,12:45:00,1,4,A,10,Corynactis,7,polyp 3,3.88,0.5660888
12/2/23,19,12:45:00,1,4,A,10,Corynactis,7,polyp 4,4.074999999999999,0.6078256249999998
12/2/23,19,12:45:00,1,4,A,10,Corynactis,7,polyp 5,3.325,0.45437562500000006
