date,temperature,time_start,time_end,box,channel,genet,tank,run,polyps,sum_body_size_mm,sum_body_mass_g
2/15/24,13.5,09:20:00,11:30:00,2,1,C,14,Corynactis,5,16.98,2.3821
2/15/24,13.5,09:20:00,11:30:00,2,2,C,13,Corynactis,3,13.285,2.0607
2/15/24,13.5,09:20:00,11:30:00,2,3,C,12,Corynactis,4,18.145,2.8719
2/15/24,13.5,09:20:00,11:30:00,2,4,C,15,Corynactis,3,11.265,1.6694
2/15/24,13.5,09:20:00,11:30:00,1,1,C,11,Corynactis,3,11.93,1.7653
2/15/24,13.5,09:20:00,11:30:00,1,2,C,11,Corynactis,7,31.765,5.0082
2/15/24,13.5,09:20:00,11:30:00,1,4,C,14,Corynactis,3,10.73,1.5136
2/15/24,13.5,12:00:00,13:30:00,2,1,C,14,Tile,NA,NA,NA
2/15/24,13.5,12:00:00,13:30:00,2,2,C,13,Tile,NA,NA,NA
2/15/24,13.5,12:00:00,13:30:00,2,3,C,12,Tile,NA,NA,NA
2/15/24,13.5,12:00:00,13:30:00,2,4,C,15,Tile,NA,NA,NA
2/15/24,13.5,12:00:00,13:30:00,1,1,C,11,Tile,NA,NA,NA
2/15/24,13.5,12:00:00,13:30:00,1,2,C,11,Tile,NA,NA,NA
2/15/24,13.5,12:00:00,13:30:00,1,4,C,14,Tile,NA,NA,NA
2/15/24,13.5,13:45:00,17:00:00,2,1,C,4,Corynactis,3,15.59,2.6737
2/15/24,13.5,13:45:00,17:00:00,2,2,C,1,Corynactis,3,15.215,2.5412
2/15/24,13.5,13:45:00,17:00:00,2,3,C,3,Corynactis,5,23.37,3.7628
2/15/24,13.5,13:45:00,17:00:00,2,4,C,5,Corynactis,3,13.265,2.0694
2/15/24,13.5,13:45:00,17:00:00,1,1,C,2,Corynactis,3,14.92,2.4961
2/15/24,13.5,13:45:00,17:00:00,1,2,C,3,Corynactis,6,22.35,3.2287
2/15/24,13.5,13:45:00,17:00:00,1,4,C,5,Corynactis,5,22.245,3.5051
2/15/24,13.5,17:30:00,19:00:00,2,1,C,4,Tile,NA,NA,NA
2/15/24,13.5,17:30:00,19:00:00,2,2,C,1,Tile,NA,NA,NA
2/15/24,13.5,17:30:00,19:00:00,2,3,C,3,Tile,NA,NA,NA
2/15/24,13.5,17:30:00,19:00:00,2,4,C,5,Tile,NA,NA,NA
2/15/24,13.5,17:30:00,19:00:00,1,1,C,2,Tile,NA,NA,NA
2/15/24,13.5,17:30:00,19:00:00,1,2,C,3,Tile,NA,NA,NA
2/15/24,13.5,17:30:00,19:00:00,1,4,C,5,Tile,NA,NA,NA
2/15/24,13.5,19:00:00,02:00:00,2,1,NA,NA,Empty,NA,NA,NA
2/15/24,13.5,19:00:00,02:00:00,2,2,NA,NA,Empty,NA,NA,NA
2/15/24,13.5,19:00:00,02:00:00,2,3,NA,NA,Empty,NA,NA,NA
2/15/24,13.5,19:00:00,02:00:00,2,4,NA,NA,Empty,NA,NA,NA
2/15/24,13.5,19:00:00,02:00:00,1,1,NA,NA,Empty,NA,NA,NA
2/15/24,13.5,19:00:00,02:00:00,1,2,NA,NA,Empty,NA,NA,NA
2/15/24,13.5,19:00:00,02:00:00,1,4,NA,NA,Empty,NA,NA,NA
2/16/24,13.5,09:30:00,12:30:00,2,1,A,14,Corynactis,3,9.19,1.2222
2/16/24,13.5,09:30:00,12:30:00,2,2,A,13,Corynactis,8,29.16,4.2051
2/16/24,13.5,09:30:00,12:30:00,2,3,A,11,Corynactis,4,16.04,2.3907
2/16/24,13.5,09:30:00,12:30:00,2,4,A,12,Corynactis,6,26.805,4.2357
2/16/24,13.5,09:30:00,12:30:00,1,1,A,15,Corynactis,3,9.835,1.3436
2/16/24,13.5,09:30:00,12:30:00,1,2,A,11,Corynactis,4,14.27,2.0259
2/16/24,13.5,09:30:00,12:30:00,1,4,A,12,Corynactis,3,12.23,1.8258
2/16/24,13.5,13:00:00,14:30:00,2,1,A,14,Tile,NA,NA,NA
2/16/24,13.5,13:00:00,14:30:00,2,2,A,13,Tile,NA,NA,NA
2/16/24,13.5,13:00:00,14:30:00,2,3,A,11,Tile,NA,NA,NA
2/16/24,13.5,13:00:00,14:30:00,2,4,A,12,Tile,NA,NA,NA
2/16/24,13.5,13:00:00,14:30:00,1,1,A,15,Tile,NA,NA,NA
2/16/24,13.5,13:00:00,14:30:00,1,2,A,11,Tile,NA,NA,NA
2/16/24,13.5,13:00:00,14:30:00,1,4,A,12,Tile,NA,NA,NA
2/16/24,13.5,15:00:00,18:15:00,2,1,D,3,Corynactis,4,15.455,2.2876
2/16/24,13.5,15:00:00,18:15:00,2,2,D,4,Corynactis,5,18.265,2.6576
2/16/24,13.5,15:00:00,18:15:00,2,3,D,5,Corynactis,5,20.525,3.1458
2/16/24,13.5,15:00:00,18:15:00,2,4,D,1,Corynactis,5,23.29,3.7576
2/16/24,13.5,15:00:00,18:15:00,1,1,D,2,Corynactis,4,21.72,3.7534
2/16/24,13.5,15:00:00,18:15:00,1,2,D,1,Corynactis,3,18.035,3.2849
2/16/24,13.5,15:00:00,18:15:00,1,4,D,5,Corynactis,6,23.37,3.5509
2/16/24,13.5,18:45:00,20:00:00,2,1,D,3,Tile,NA,NA,NA
2/16/24,13.5,18:45:00,20:00:00,2,2,D,4,Tile,NA,NA,NA
2/16/24,13.5,18:45:00,20:00:00,2,3,D,5,Tile,NA,NA,NA
2/16/24,13.5,18:45:00,20:00:00,2,4,D,1,Tile,NA,NA,NA
2/16/24,13.5,18:45:00,20:00:00,1,1,D,2,Tile,NA,NA,NA
2/16/24,13.5,18:45:00,20:00:00,1,2,D,1,Tile,NA,NA,NA
2/16/24,13.5,18:45:00,20:00:00,1,4,D,5,Tile,NA,NA,NA
2/16/24,13.5,20:00:00,02:00:00,2,1,NA,NA,Empty,NA,NA,NA
2/16/24,13.5,20:00:00,02:00:00,2,2,NA,NA,Empty,NA,NA,NA
2/16/24,13.5,20:00:00,02:00:00,2,3,NA,NA,Empty,NA,NA,NA
2/16/24,13.5,20:00:00,02:00:00,2,4,NA,NA,Empty,NA,NA,NA
2/16/24,13.5,20:00:00,02:00:00,1,1,NA,NA,Empty,NA,NA,NA
2/16/24,13.5,20:00:00,02:00:00,1,2,NA,NA,Empty,NA,NA,NA
2/16/24,13.5,20:00:00,02:00:00,1,4,NA,NA,Empty,NA,NA,NA
2/17/24,13.5,09:00:00,12:20:00,2,1,A,8,Corynactis,4,14.32,2.0326
2/17/24,13.5,09:00:00,12:20:00,2,2,A,7,Corynactis,8,30.255,4.4184
2/17/24,13.5,09:00:00,12:20:00,2,3,A,10,Corynactis,4,12.49,1.7158
2/17/24,13.5,09:00:00,12:20:00,2,4,A,9,Corynactis,4,13.065,1.7966
2/17/24,13.5,09:00:00,12:20:00,1,1,A,6,Corynactis,5,21.17,3.243
2/17/24,13.5,09:00:00,12:20:00,1,2,A,9,Corynactis,6,23.605,3.5358
2/17/24,13.5,09:00:00,12:20:00,1,4,A,7,Corynactis,4,10.26,1.2766
2/17/24,13.5,12:45:00,14:00:00,2,1,A,8,Tile,NA,NA,NA
2/17/24,13.5,12:45:00,14:00:00,2,2,A,7,Tile,NA,NA,NA
2/17/24,13.5,12:45:00,14:00:00,2,3,A,10,Tile,NA,NA,NA
2/17/24,13.5,12:45:00,14:00:00,2,4,A,9,Tile,NA,NA,NA
2/17/24,13.5,12:45:00,14:00:00,1,1,A,6,Tile,NA,NA,NA
2/17/24,13.5,12:45:00,14:00:00,1,2,A,9,Tile,NA,NA,NA
2/17/24,13.5,12:45:00,14:00:00,1,4,A,7,Tile,NA,NA,NA
2/17/24,13.5,14:30:00,17:30:00,2,1,E,10,Corynactis,4,15.805,2.3586
2/17/24,13.5,14:30:00,17:30:00,2,2,E,6,Corynactis,3,8.945,1.1781
2/17/24,13.5,14:30:00,17:30:00,2,3,E,9,Corynactis,7,25.155,3.567
2/17/24,13.5,14:30:00,17:30:00,2,4,E,7,Corynactis,4,15.34,2.2513
2/17/24,13.5,14:30:00,17:30:00,1,1,E,8,Corynactis,3,10.595,1.495
2/17/24,13.5,14:30:00,17:30:00,1,2,E,7,Corynactis,4,13.815,1.9295
2/17/24,13.5,14:30:00,17:30:00,1,4,E,6,Corynactis,6,22.975,3.3732
2/17/24,13.5,18:00:00,19:00:00,2,1,E,10,Tile,NA,NA,NA
2/17/24,13.5,18:00:00,19:00:00,2,2,E,6,Tile,NA,NA,NA
2/17/24,13.5,18:00:00,19:00:00,2,3,E,9,Tile,NA,NA,NA
2/17/24,13.5,18:00:00,19:00:00,2,4,E,7,Tile,NA,NA,NA
2/17/24,13.5,18:00:00,19:00:00,1,1,E,8,Tile,NA,NA,NA
2/17/24,13.5,18:00:00,19:00:00,1,2,E,7,Tile,NA,NA,NA
2/17/24,13.5,18:00:00,19:00:00,1,4,E,6,Tile,NA,NA,NA
2/17/24,13.5,19:00:00,02:00:00,2,1,NA,NA,Empty,NA,NA,NA
2/17/24,13.5,19:00:00,02:00:00,2,2,NA,NA,Empty,NA,NA,NA
2/17/24,13.5,19:00:00,02:00:00,2,3,NA,NA,Empty,NA,NA,NA
2/17/24,13.5,19:00:00,02:00:00,2,4,NA,NA,Empty,NA,NA,NA
2/17/24,13.5,19:00:00,02:00:00,1,1,NA,NA,Empty,NA,NA,NA
2/17/24,13.5,19:00:00,02:00:00,1,2,NA,NA,Empty,NA,NA,NA
2/17/24,13.5,19:00:00,02:00:00,1,4,NA,NA,Empty,NA,NA,NA
2/18/24,13.5,10:15:00,13:30:00,2,1,B,14,Corynactis,5,20.195,3.0396
2/18/24,13.5,10:15:00,13:30:00,2,2,B,15,Corynactis,4,15.075,2.1864
2/18/24,13.5,10:15:00,13:30:00,2,3,B,13,Corynactis,5,21.955,3.4145
2/18/24,13.5,10:15:00,13:30:00,2,4,B,11,Corynactis,4,19.2,3.1044
2/18/24,13.5,10:15:00,13:30:00,1,1,B,12,Corynactis,4,16.59,2.5287
2/18/24,13.5,10:15:00,13:30:00,1,2,B,14,Corynactis,5,20.965,3.1875
2/18/24,13.5,10:15:00,13:30:00,1,4,B,12,Corynactis,3,10.81,1.5781
2/18/24,13.5,14:00:00,15:30:00,2,1,B,14,Tile,NA,NA,NA
2/18/24,13.5,14:00:00,15:30:00,2,2,B,15,Tile,NA,NA,NA
2/18/24,13.5,14:00:00,15:30:00,2,3,B,13,Tile,NA,NA,NA
2/18/24,13.5,14:00:00,15:30:00,2,4,B,11,Tile,NA,NA,NA
2/18/24,13.5,14:00:00,15:30:00,1,1,B,12,Tile,NA,NA,NA
2/18/24,13.5,14:00:00,15:30:00,1,2,B,14,Tile,NA,NA,NA
2/18/24,13.5,14:00:00,15:30:00,1,4,B,12,Tile,NA,NA,NA
2/18/24,13.5,15:40:00,18:45:00,2,1,D,11,Corynactis,8,32.025,4.8823
2/18/24,13.5,15:40:00,18:45:00,2,2,D,15,Corynactis,3,11.3,1.6676
2/18/24,13.5,15:40:00,18:45:00,2,3,D,14,Corynactis,8,28.275,4.0932
2/18/24,13.5,15:40:00,18:45:00,2,4,D,12,Corynactis,5,21.67,3.5124
2/18/24,13.5,15:40:00,18:45:00,1,1,D,13,Corynactis,5,19.055,2.8272
2/18/24,13.5,15:40:00,18:45:00,1,2,D,12,Corynactis,11,43.355,6.4302
2/18/24,13.5,15:40:00,18:45:00,1,4,D,13,Corynactis,4,14.195,2.0111
2/18/24,13.5,19:15:00,20:30:00,2,1,D,11,Tile,NA,NA,NA
2/18/24,13.5,19:15:00,20:30:00,2,2,D,15,Tile,NA,NA,NA
2/18/24,13.5,19:15:00,20:30:00,2,3,D,14,Tile,NA,NA,NA
2/18/24,13.5,19:15:00,20:30:00,2,4,D,12,Tile,NA,NA,NA
2/18/24,13.5,19:15:00,20:30:00,1,1,D,13,Tile,NA,NA,NA
2/18/24,13.5,19:15:00,20:30:00,1,2,D,12,Tile,NA,NA,NA
2/18/24,13.5,19:15:00,20:30:00,1,4,D,13,Tile,NA,NA,NA
2/18/24,13.5,20:30:00,02:00:00,2,1,NA,NA,Empty,NA,NA,NA
2/18/24,13.5,20:30:00,02:00:00,2,2,NA,NA,Empty,NA,NA,NA
2/18/24,13.5,20:30:00,02:00:00,2,3,NA,NA,Empty,NA,NA,NA
2/18/24,13.5,20:30:00,02:00:00,2,4,NA,NA,Empty,NA,NA,NA
2/18/24,13.5,20:30:00,02:00:00,1,1,NA,NA,Empty,NA,NA,NA
2/18/24,13.5,20:30:00,02:00:00,1,2,NA,NA,Empty,NA,NA,NA
2/18/24,13.5,20:30:00,02:00:00,1,4,NA,NA,Empty,NA,NA,NA
2/19/24,13.5,09:30:00,12:45:00,2,1,B,1,Corynactis,5,24.49,4.0509
2/19/24,13.5,09:30:00,12:45:00,2,2,B,5,Corynactis,3,11.24,1.6176
2/19/24,13.5,09:30:00,12:45:00,2,3,B,4,Corynactis,7,29.54,4.5784
2/19/24,13.5,09:30:00,12:45:00,2,4,B,3,Corynactis,5,18.055,2.5931
2/19/24,13.5,09:30:00,12:45:00,1,1,B,2,Corynactis,3,11.47,1.6888
2/19/24,13.5,09:30:00,12:45:00,1,2,B,5,Corynactis,7,26.525,3.8666
2/19/24,13.5,09:30:00,12:45:00,1,4,B,3,Corynactis,5,16.815,2.3418
2/19/24,13.5,13:10:00,14:15:00,2,1,B,1,Tile,NA,NA,NA
2/19/24,13.5,13:10:00,14:15:00,2,2,B,5,Tile,NA,NA,NA
2/19/24,13.5,13:10:00,14:15:00,2,3,B,4,Tile,NA,NA,NA
2/19/24,13.5,13:10:00,14:15:00,2,4,B,3,Tile,NA,NA,NA
2/19/24,13.5,13:10:00,14:15:00,1,1,B,2,Tile,NA,NA,NA
2/19/24,13.5,13:10:00,14:15:00,1,2,B,5,Tile,NA,NA,NA
2/19/24,13.5,13:10:00,14:15:00,1,4,B,3,Tile,NA,NA,NA
2/19/24,13.5,04:45:00,18:00:00,2,1,E,3,Corynactis,4,16.545,2.5135
2/19/24,13.5,04:45:00,18:00:00,2,2,E,5,Corynactis,4,14.05,1.9713
2/19/24,13.5,04:45:00,18:00:00,2,3,E,4,Corynactis,5,17.775,2.5042
2/19/24,13.5,04:45:00,18:00:00,2,4,E,1,Corynactis,4,15.21,2.2054
2/19/24,13.5,04:45:00,18:00:00,1,1,E,2,Corynactis,4,10.905,1.3859
2/19/24,13.5,04:45:00,18:00:00,1,2,E,1,Corynactis,3,11.825,1.7385
2/19/24,13.5,04:45:00,18:00:00,1,4,E,5,Corynactis,4,12.945,1.7688
2/19/24,13.5,18:30:00,20:00:00,2,1,E,3,Tile,NA,NA,NA
2/19/24,13.5,18:30:00,20:00:00,2,2,E,5,Tile,NA,NA,NA
2/19/24,13.5,18:30:00,20:00:00,2,3,E,4,Tile,NA,NA,NA
2/19/24,13.5,18:30:00,20:00:00,2,4,E,1,Tile,NA,NA,NA
2/19/24,13.5,18:30:00,20:00:00,1,1,E,2,Tile,NA,NA,NA
2/19/24,13.5,18:30:00,20:00:00,1,2,E,1,Tile,NA,NA,NA
2/19/24,13.5,18:30:00,20:00:00,1,4,E,5,Tile,NA,NA,NA
2/19/24,13.5,21:15:00,02:00:00,2,1,NA,NA,Empty,NA,NA,NA
2/19/24,13.5,21:15:00,02:00:00,2,2,NA,NA,Empty,NA,NA,NA
2/19/24,13.5,21:15:00,02:00:00,2,3,NA,NA,Empty,NA,NA,NA
2/19/24,13.5,21:15:00,02:00:00,2,4,NA,NA,Empty,NA,NA,NA
2/19/24,13.5,21:15:00,02:00:00,1,1,NA,NA,Empty,NA,NA,NA
2/19/24,13.5,21:15:00,02:00:00,1,2,NA,NA,Empty,NA,NA,NA
2/19/24,13.5,21:15:00,02:00:00,1,4,NA,NA,Empty,NA,NA,NA
2/20/24,13.5,09:20:00,12:30:00,2,1,A,2,Corynactis,4,14.985,2.1869
2/20/24,13.5,09:20:00,12:30:00,2,2,A,3,Corynactis,4,15.585,2.2828
2/20/24,13.5,09:20:00,12:30:00,2,3,A,4,Corynactis,5,20.765,3.1716
2/20/24,13.5,09:20:00,12:30:00,2,4,A,5,Corynactis,3,9.3,1.2431
2/20/24,13.5,09:20:00,12:30:00,1,1,A,1,Corynactis,4,12.055,1.589
2/20/24,13.5,09:20:00,12:30:00,1,2,A,1,Corynactis,6,20.945,2.9569
2/20/24,13.5,09:20:00,12:30:00,1,4,A,4,Corynactis,4,15.39,2.2853
2/20/24,13.5,12:50:00,14:00:00,2,1,A,2,Tile,NA,NA,NA
2/20/24,13.5,12:50:00,14:00:00,2,2,A,3,Tile,NA,NA,NA
2/20/24,13.5,12:50:00,14:00:00,2,3,A,4,Tile,NA,NA,NA
2/20/24,13.5,12:50:00,14:00:00,2,4,A,5,Tile,NA,NA,NA
2/20/24,13.5,12:50:00,14:00:00,1,1,A,1,Tile,NA,NA,NA
2/20/24,13.5,12:50:00,14:00:00,1,2,A,1,Tile,NA,NA,NA
2/20/24,13.5,12:50:00,14:00:00,1,4,A,4,Tile,NA,NA,NA
2/20/24,13.5,14:10:00,17:15:00,2,1,E,14,Corynactis,3,8.515,1.1008
2/20/24,13.5,14:10:00,17:15:00,2,2,E,12,Corynactis,5,14.615,1.9516
2/20/24,13.5,14:10:00,17:15:00,2,3,E,15,Corynactis,4,12.55,1.6796
2/20/24,13.5,14:10:00,17:15:00,2,4,E,13,Corynactis,3,9.55,1.2925
2/20/24,13.5,14:10:00,17:15:00,1,1,E,11,Corynactis,4,12.715,1.7267
2/20/24,13.5,14:10:00,17:15:00,1,2,E,15,Corynactis,3,10.88,1.5599
2/20/24,13.5,14:10:00,17:15:00,1,4,E,12,Corynactis,4,13.585,1.8808
2/20/24,13.5,17:45:00,19:00:00,2,1,E,14,Tile,NA,NA,NA
2/20/24,13.5,17:45:00,19:00:00,2,2,E,12,Tile,NA,NA,NA
2/20/24,13.5,17:45:00,19:00:00,2,3,E,15,Tile,NA,NA,NA
2/20/24,13.5,17:45:00,19:00:00,2,4,E,13,Tile,NA,NA,NA
2/20/24,13.5,17:45:00,19:00:00,1,1,E,11,Tile,NA,NA,NA
2/20/24,13.5,17:45:00,19:00:00,1,2,E,15,Tile,NA,NA,NA
2/20/24,13.5,17:45:00,19:00:00,1,4,E,12,Tile,NA,NA,NA
2/20/24,13.5,19:15:00,02:00:00,2,1,NA,NA,Empty,NA,NA,NA
2/20/24,13.5,19:15:00,02:00:00,2,2,NA,NA,Empty,NA,NA,NA
2/20/24,13.5,19:15:00,02:00:00,2,3,NA,NA,Empty,NA,NA,NA
2/20/24,13.5,19:15:00,02:00:00,2,4,NA,NA,Empty,NA,NA,NA
2/20/24,13.5,19:15:00,02:00:00,1,1,NA,NA,Empty,NA,NA,NA
2/20/24,13.5,19:15:00,02:00:00,1,2,NA,NA,Empty,NA,NA,NA
2/20/24,13.5,19:15:00,02:00:00,1,4,NA,NA,Empty,NA,NA,NA
2/21/24,13.5,09:50:00,13:00:00,2,1,B,10,Corynactis,7,26.4,3.8671
2/21/24,13.5,09:50:00,13:00:00,2,2,B,7,Corynactis,7,23.69,3.297
2/21/24,13.5,09:50:00,13:00:00,2,3,B,9,Corynactis,3,10.105,1.3909
2/21/24,13.5,09:50:00,13:00:00,2,4,B,6,Corynactis,5,18.575,2.679
2/21/24,13.5,09:50:00,13:00:00,1,1,B,8,Corynactis,5,17.165,2.3774
2/21/24,13.5,09:50:00,13:00:00,1,2,B,10,Corynactis,4,17.515,2.8451
2/21/24,13.5,09:50:00,13:00:00,1,4,B,6,Corynactis,5,20.865,3.1678
2/21/24,13.5,13:30:00,14:45:00,2,1,B,10,Tile,NA,NA,NA
2/21/24,13.5,13:30:00,14:45:00,2,2,B,7,Tile,NA,NA,NA
2/21/24,13.5,13:30:00,14:45:00,2,3,B,9,Tile,NA,NA,NA
2/21/24,13.5,13:30:00,14:45:00,2,4,B,6,Tile,NA,NA,NA
2/21/24,13.5,13:30:00,14:45:00,1,1,B,8,Tile,NA,NA,NA
2/21/24,13.5,13:30:00,14:45:00,1,2,B,10,Tile,NA,NA,NA
2/21/24,13.5,13:30:00,14:45:00,1,4,B,6,Tile,NA,NA,NA
2/21/24,13.5,15:00:00,18:00:00,2,1,A,5,Corynactis,3,9.465,1.2745
2/21/24,13.5,15:00:00,18:00:00,2,2,D,9,Corynactis,10,37.99,5.6904
2/21/24,13.5,15:00:00,18:00:00,2,3,B,8,Corynactis,8,30.43,4.4274
2/21/24,13.5,15:00:00,18:00:00,2,4,E,14,Corynactis,4,12.135,1.6025
2/21/24,13.5,15:00:00,18:00:00,1,1,C,1,Corynactis,6,29.135,4.8066
2/21/24,13.5,15:00:00,18:00:00,1,2,B,13,Corynactis,3,15.94,2.7109
2/21/24,13.5,15:00:00,18:00:00,1,4,E,2,Corynactis,3,10.12,1.4075
2/21/24,13.5,18:30:00,19:45:00,2,1,A,5,Tile,NA,NA,NA
2/21/24,13.5,18:30:00,19:45:00,2,2,D,9,Tile,NA,NA,NA
2/21/24,13.5,18:30:00,19:45:00,2,3,B,8,Tile,NA,NA,NA
2/21/24,13.5,18:30:00,19:45:00,2,4,E,14,Tile,NA,NA,NA
2/21/24,13.5,18:30:00,19:45:00,1,1,C,1,Tile,NA,NA,NA
2/21/24,13.5,18:30:00,19:45:00,1,2,B,13,Tile,NA,NA,NA
2/21/24,13.5,18:30:00,19:45:00,1,4,E,2,Tile,NA,NA,NA
2/21/24,13.5,20:00:00,02:00:00,2,1,NA,NA,Empty,NA,NA,NA
2/21/24,13.5,20:00:00,02:00:00,2,2,NA,NA,Empty,NA,NA,NA
2/21/24,13.5,20:00:00,02:00:00,2,3,NA,NA,Empty,NA,NA,NA
2/21/24,13.5,20:00:00,02:00:00,2,4,NA,NA,Empty,NA,NA,NA
2/21/24,13.5,20:00:00,02:00:00,1,1,NA,NA,Empty,NA,NA,NA
2/21/24,13.5,20:00:00,02:00:00,1,2,NA,NA,Empty,NA,NA,NA
2/21/24,13.5,20:00:00,02:00:00,1,4,NA,NA,Empty,NA,NA,NA
